,ID,光照强度,功率A,功率B,功率C,发电量,平均功率,板温,现场温度,电压A,电压B,电压C,电流A,电流B,电流C,转换效率,转换效率A,转换效率B,转换效率C,风向,风速
7929,15772,325,1775.25,1799.58,1861.44,3.770738667,1812.09,5.74,2.6,675.0,674.0,672.0,2.63,2.67,2.77,18.97,18.59,18.84,19.49,14,2.4
7930,15773,338,1836.0,1829.25,1880.46,3.907581206,1848.57,5.64,2.6,675.0,675.0,674.0,2.72,2.71,2.79,18.62,18.49,18.42,18.94,50,5.8
7931,15776,350,1937.25,1944.0,1988.3,4.0486807989999996,1956.52,5.66,2.9,675.0,675.0,674.0,2.87,2.88,2.95,19.03,18.84,18.91,19.34,9,4.4
7932,15777,354,1942.99,1932.48,1998.81,4.038373815,1958.09,5.78,2.8,677.0,671.0,673.0,2.87,2.88,2.97,18.82,18.67,18.57,19.21,315,1.7
7933,15781,407,2362.5,2284.7,2362.23,4.833389996,2336.48,7.1,3.3,675.0,670.0,673.0,3.5,3.41,3.51,19.44,19.66,19.01,19.65,15,3.8
7934,15782,413,2495.04,2690.71,2348.77,5.131945795,2511.51,7.12,3.3,678.0,671.0,673.0,3.68,4.01,3.49,20.59,20.46,22.06,19.26,68,4.0
7935,15784,446,2768.64,2565.12,2566.1,5.498320615,2633.29,7.74,3.4,672.0,668.0,670.0,4.12,3.84,3.83,19.95,20.97,19.43,19.44,18,4.2
7936,15785,446,2526.72,2558.44,2543.09,5.208716836,2542.75,7.74,3.4,672.0,668.0,671.0,3.76,3.83,3.79,19.26,19.14,19.38,19.27,18,4.2
7937,15789,583,3561.78,3500.64,3516.48,7.205668875,3526.3,9.41,3.9,667.0,663.0,666.0,5.34,5.28,5.28,20.32,20.52,20.17,20.26,300,1.9
7938,15790,517,3500.64,3179.41,3049.8,6.797795428,3243.28,10.22,4.1,663.0,661.0,663.0,5.28,4.81,4.6,21.01,22.68,20.6,19.76,57,2.4
7939,15792,490,3098.9,3043.17,2950.35,6.218394685,3030.81,9.82,4.1,665.0,663.0,663.0,4.66,4.59,4.45,20.75,21.21,20.83,20.19,53,2.8
7940,15793,498,2961.48,2859.5,2895.04,5.98729892,2905.34,9.54,3.7,667.0,665.0,664.0,4.44,4.3,4.36,19.59,19.96,19.28,19.52,45,4.0
7941,15794,514,2885.76,2890.68,2990.34,5.995643556,2922.26,9.51,4.1,668.0,663.0,666.0,4.32,4.36,4.49,19.09,18.85,18.88,19.53,353,0.8
7942,15795,603,3096.9,3575.12,3496.5,6.563632361,3389.51,9.85,4.3,666.0,667.0,666.0,4.65,5.36,5.25,18.85,17.22,19.88,19.45,28,2.1
7943,15797,496,3108.22,3001.28,3030.3,6.2530572,3046.6,10.08,4.3,667.0,664.0,666.0,4.66,4.52,4.55,20.58,21.0,20.28,20.47,24,3.0
7944,15798,488,2977.02,2999.15,3018.72,6.1656011,2998.3,9.84,4.2,666.0,665.0,662.0,4.47,4.51,4.56,20.61,20.46,20.61,20.75,34,4.8
7945,15799,470,2925.84,2857.14,2881.76,5.9482589589999995,2888.25,9.51,4.0,668.0,666.0,664.0,4.38,4.29,4.34,20.63,20.9,20.41,20.59,33,3.8
7946,15801,445,2714.69,2640.05,2681.34,5.580070592,2678.69,9.85,4.3,667.0,665.0,667.0,4.07,3.97,4.02,20.19,20.46,19.9,20.21,72,4.5
7947,15804,505,2830.5,2894.78,3014.56,5.855851649,2913.28,9.68,4.5,666.0,667.0,664.0,4.25,4.34,4.54,19.36,18.81,19.23,20.03,24,2.8
7948,15811,712,4585.0,4498.41,4355.0,9.204701258,4479.47,12.49,4.8,655.0,651.0,650.0,7.0,6.91,6.7,20.9,21.39,20.99,20.32,309,5.3
7949,15812,630,4440.66,4400.22,4095.19,8.918392477000001,4312.02,12.49,4.9,654.0,649.0,649.0,6.79,6.78,6.31,22.74,23.42,23.2,21.59,34,2.0
7950,15813,630,3873.45,3423.0,4095.19,8.03487573,3797.21,12.49,4.9,651.0,652.0,649.0,5.95,5.25,6.31,20.02,20.42,18.05,21.59,34,2.0
7951,15815,588,3567.51,3445.3,3604.56,7.276617927,3539.12,12.08,4.9,657.0,655.0,653.0,5.43,5.26,5.52,20.02,20.18,19.49,20.39,327,1.0
7952,15816,560,3471.6,3319.36,3395.6,7.063562695,3395.52,12.1,5.1,660.0,656.0,653.0,5.26,5.06,5.2,20.17,20.62,19.72,20.17,332,1.6
7953,15821,444,2617.38,2580.2,2633.4,5.347136357,2610.33,10.18,4.9,666.0,665.0,665.0,3.93,3.88,3.96,19.69,19.75,19.47,19.87,3,2.3
7954,15822,436,2566.9,2501.25,2543.12,5.239172429,2537.09,9.83,4.7,665.0,667.0,664.0,3.86,3.75,3.83,19.52,19.75,19.24,19.56,49,2.8
7955,15827,416,2385.6,2365.1,2417.58,4.902731021,2389.43,8.3,4.6,672.0,670.0,666.0,3.55,3.53,3.63,19.37,19.34,19.17,19.6,95,3.1
7956,15829,405,2345.28,2294.67,2351.36,4.833033488,2330.44,8.66,5.3,672.0,669.0,668.0,3.49,3.43,3.52,19.38,19.5,19.08,19.55,268,3.1
7957,15830,403,2288.2,2267.91,2321.16,4.689706439,2292.42,8.62,5.2,673.0,669.0,667.0,3.4,3.39,3.48,19.16,19.12,18.96,19.4,23,3.2
7958,15831,396,2241.14,2204.4,2254.46,4.640910259,2233.33,8.47,4.9,671.0,668.0,667.0,3.34,3.3,3.38,19.01,19.07,18.76,19.19,293,2.8
7959,15832,395,2224.4,2214.3,2261.22,4.587052153,2233.31,8.29,4.6,670.0,671.0,669.0,3.32,3.3,3.38,19.07,18.99,18.9,19.3,4,2.0
7960,15833,394,2227.63,2197.72,2247.79,4.582526085,2224.38,8.7,5.1,673.0,668.0,667.0,3.31,3.29,3.37,19.01,19.04,18.78,19.21,7,4.1
7961,15834,393,2214.3,2167.75,2237.8,4.560126458,2206.62,9.06,5.3,671.0,667.0,668.0,3.3,3.25,3.35,18.88,18.95,18.55,19.15,22,4.1
7962,15835,393,2171.0,2167.56,2217.78,4.580882256000001,2185.45,8.85,5.1,668.0,669.0,666.0,3.25,3.24,3.33,18.72,18.59,18.56,18.99,336,1.1
7963,15836,400,2184.2,2194.32,2254.46,4.560912068,2210.99,8.91,4.8,670.0,669.0,667.0,3.26,3.28,3.38,18.6,18.37,18.46,18.96,41,4.0
7964,15840,423,2424.84,2418.7,2441.22,5.003574251,2428.25,8.85,5.1,668.0,670.0,667.0,3.63,3.61,3.66,19.32,19.29,19.24,19.42,101,1.2
7965,15842,396,2284.7,2314.74,2307.55,4.717242405,2302.33,8.64,4.9,670.0,669.0,665.0,3.41,3.46,3.47,19.58,19.43,19.69,19.63,28,3.1
7966,15843,383,2237.76,2197.72,2217.78,4.6484593510000005,2217.75,8.54,4.6,672.0,668.0,666.0,3.33,3.29,3.33,19.51,19.69,19.33,19.51,72,5.0
7967,15845,390,2150.96,2174.55,2241.05,4.473037085,2188.85,9.09,5.2,668.0,665.0,665.0,3.22,3.27,3.37,18.87,18.55,18.75,19.32,262,3.0
7968,15847,391,2224.44,2201.15,2267.8,4.647982009,2231.13,9.27,5.3,668.0,665.0,667.0,3.33,3.31,3.4,19.18,19.12,18.92,19.49,343,3.8
7969,15848,392,2254.53,2234.4,2267.65,4.740510998,2252.19,9.37,5.1,669.0,665.0,665.0,3.37,3.36,3.41,19.3,19.32,19.15,19.43,358,5.3
7970,15849,383,2247.85,2197.8,2244.42,4.618942312,2230.02,9.02,5.1,671.0,666.0,666.0,3.35,3.3,3.37,19.58,19.74,19.3,19.71,14,3.7
7971,15850,378,2207.77,2181.2,2214.45,4.670044302,2201.14,9.01,5.3,667.0,665.0,665.0,3.31,3.28,3.33,19.59,19.65,19.41,19.71,276,0.7
7972,15852,356,2067.21,2034.35,2074.8,4.3262679639999995,2058.79,8.91,5.5,669.0,667.0,665.0,3.09,3.05,3.12,19.46,19.54,19.23,19.61,306,1.7
7973,15854,353,2007.67,1981.7,2041.55,4.205505951,2010.31,9.28,6.0,667.0,665.0,665.0,3.01,2.98,3.07,19.14,19.11,18.86,19.43,22,1.4
7974,15855,356,2010.68,1998.0,2031.84,4.160805335,2013.51,8.97,5.8,668.0,666.0,664.0,3.01,3.0,3.06,19.03,19.0,18.88,19.2,4,2.7
7975,15856,359,2007.0,1994.33,2037.96,4.186591715,2013.1,8.6,5.9,669.0,667.0,666.0,3.0,2.99,3.06,18.89,18.83,18.71,19.12,271,2.1
7976,15857,364,2027.68,2004.66,2064.6,4.214437748,2032.31,8.64,5.8,667.0,666.0,666.0,3.04,3.01,3.1,18.8,18.76,18.55,19.1,344,2.0
7977,15859,422,2244.42,2314.49,2366.91,4.724103126,2308.61,9.32,6.0,666.0,667.0,663.0,3.37,3.47,3.57,18.38,17.87,18.43,18.84,324,2.9
7978,15862,449,2578.48,2575.18,2575.18,5.327818673,2576.28,9.87,6.1,668.0,662.0,662.0,3.86,3.89,3.89,19.24,19.26,19.23,19.23,358,3.2
7979,15864,489,2708.02,2747.3,2822.47,5.633450357999999,2759.26,9.95,6.1,667.0,662.0,661.0,4.06,4.15,4.27,18.92,18.56,18.83,19.35,288,3.3
7980,15865,502,2954.8,2983.2,2937.0,6.070744743,2958.33,10.43,6.3,664.0,660.0,660.0,4.45,4.52,4.45,19.72,19.7,19.89,19.58,249,1.9
7981,15866,507,3039.05,2945.9,2967.89,6.268419651,2984.28,10.76,6.4,665.0,662.0,661.0,4.57,4.45,4.49,19.68,20.04,19.42,19.57,284,2.4
7982,15868,493,2923.83,2895.18,2921.62,6.016683905,2913.54,11.1,6.3,663.0,661.0,661.0,4.41,4.38,4.42,19.73,19.8,19.61,19.79,261,2.9
7983,15869,489,2820.12,2701.9,2912.78,5.827859573,2811.6,11.7,6.5,662.0,659.0,659.0,4.26,4.1,4.42,19.15,19.21,18.41,19.84,314,2.5
7984,15873,379,2290.8,2217.7,2224.32,4.682297185,2244.27,10.76,6.4,664.0,662.0,662.0,3.45,3.35,3.36,19.79,20.2,19.56,19.62,11,4.1
7985,15874,368,2221.1,2171.36,2187.9,4.6211561439999995,2193.45,10.43,6.3,665.0,662.0,663.0,3.34,3.28,3.3,19.95,20.2,19.75,19.9,316,3.0
7986,15875,354,2131.2,2058.4,2091.92,4.417301116,2093.84,10.26,6.9,666.0,664.0,662.0,3.2,3.1,3.16,19.81,20.16,19.47,19.79,33,1.2
7987,15877,332,1967.65,1899.04,1935.96,4.040588854,1934.22,9.53,6.3,667.0,664.0,663.0,2.95,2.86,2.92,19.56,19.9,19.2,19.58,5,4.6
7988,15878,325,1901.9,1869.66,1905.68,3.9432500480000003,1892.41,9.47,6.3,665.0,663.0,664.0,2.86,2.82,2.87,19.55,19.65,19.32,19.69,310,3.7
7989,15880,315,1783.47,1750.32,1823.25,3.811926255,1785.68,9.39,6.5,663.0,663.0,663.0,2.69,2.64,2.75,19.04,19.02,18.66,19.44,36,1.1
7990,15883,293,1630.98,1606.23,1677.39,3.456222397,1638.2,9.14,6.4,663.0,661.0,663.0,2.46,2.43,2.53,18.8,18.71,18.43,19.25,53,2.8
7991,15885,278,1584.57,1564.68,1588.8,3.3384976930000003,1579.35,9.22,6.7,663.0,663.0,662.0,2.39,2.36,2.4,19.09,19.16,18.92,19.21,267,1.8
7992,15886,273,1551.42,1518.27,1555.7,3.312156038,1541.8,9.39,6.8,663.0,663.0,662.0,2.34,2.29,2.35,18.97,19.09,18.68,19.14,324,0.6
7993,15888,261,1451.97,1451.97,1478.49,3.0861344219999998,1460.81,9.05,6.6,663.0,663.0,663.0,2.19,2.19,2.23,18.82,18.71,18.71,19.05,333,0.8
7994,15890,251,1389.85,1344.36,1412.4,2.916203948,1382.2,8.81,6.6,665.0,659.0,660.0,2.09,2.04,2.14,18.54,18.64,18.03,18.94,9,3.8
7995,15891,243,1365.78,1335.22,1361.66,2.786400814,1354.22,8.74,6.6,663.0,661.0,661.0,2.06,2.02,2.06,18.76,18.92,18.5,18.87,320,2.1
7996,15892,241,1341.28,1308.78,1350.48,2.78671709,1333.51,8.95,6.5,664.0,661.0,662.0,2.02,1.98,2.04,18.62,18.72,18.27,18.85,319,1.5
7997,15893,236,1310.76,1284.28,1324.0,2.856836693,1306.35,8.79,6.6,662.0,662.0,662.0,1.98,1.94,2.0,18.63,18.7,18.32,18.89,248,0.7
7998,15895,229,1257.8,1237.94,1271.87,2.520143086,1255.87,8.6,6.6,662.0,662.0,659.0,1.9,1.87,1.93,18.47,18.5,18.21,18.71,344,2.4
7999,15896,227,1246.44,1229.46,1254.0,2.7527611060000003,1243.3,8.53,6.8,663.0,661.0,660.0,1.88,1.86,1.9,18.45,18.5,18.25,18.61,244,0.3
8000,15898,226,1226.55,1205.97,1255.9,2.481475331,1229.47,8.41,6.7,663.0,659.0,661.0,1.85,1.83,1.9,18.34,18.29,17.99,18.73,335,1.9
8001,15900,220,1203.02,1186.2,1219.15,2.491348888,1202.79,8.62,7.3,661.0,659.0,659.0,1.82,1.8,1.85,18.42,18.42,18.16,18.67,289,1.7
8002,15903,214,1150.14,1136.92,1171.74,2.376841406,1152.93,8.05,7.0,661.0,661.0,662.0,1.74,1.72,1.77,18.18,18.14,17.93,18.48,4,4.4
8003,15905,208,1125.4,1097.19,1155.0,2.424168101,1125.86,7.93,6.9,662.0,657.0,660.0,1.7,1.67,1.75,18.28,18.27,17.81,18.75,7,2.8
8004,15910,186,1012.86,998.64,1016.8,1.931987933,1009.43,8.04,7.0,662.0,657.0,656.0,1.53,1.52,1.55,18.32,18.38,18.12,18.45,347,5.5
8005,15913,173,943.8,926.37,946.08,2.0751361569999998,938.75,7.56,7.0,660.0,657.0,657.0,1.43,1.41,1.44,18.35,18.44,18.1,18.49,8,2.6
8006,15917,162,884.4,868.56,885.6,1.688465759,879.52,7.43,7.0,660.0,658.0,656.0,1.34,1.32,1.35,18.36,18.47,18.14,18.49,311,2.7
8007,15919,160,842.24,838.4,867.24,1.69187727,849.29,7.39,7.0,658.0,655.0,657.0,1.28,1.28,1.32,17.96,17.81,17.73,18.34,281,2.1
8008,15920,161,846.24,839.68,867.24,1.674855059,851.05,7.39,7.1,656.0,656.0,657.0,1.29,1.28,1.32,17.88,17.78,17.64,18.22,290,2.2
8009,15921,161,847.53,837.12,880.38,1.680243915,855.01,7.39,7.1,657.0,654.0,657.0,1.29,1.28,1.34,17.97,17.81,17.59,18.5,290,2.2
8010,15925,150,794.97,783.6,809.72,1.4726264480000002,796.1,7.33,7.1,657.0,653.0,653.0,1.21,1.2,1.24,17.96,17.93,17.68,18.27,339,2.4
8011,15926,144,769.86,756.32,779.45,1.764504515,768.54,7.28,7.0,658.0,652.0,655.0,1.17,1.16,1.19,18.06,18.09,17.78,18.32,10,2.3
8012,15927,140,763.28,749.8,771.72,1.686954494,761.6,7.35,7.1,658.0,652.0,654.0,1.16,1.15,1.18,18.41,18.45,18.12,18.65,227,1.0
8013,15928,137,754.4,745.56,757.48,1.825266918,752.48,7.33,7.1,656.0,654.0,653.0,1.15,1.14,1.16,18.59,18.63,18.41,18.71,4,1.3
8014,15929,126,679.12,683.55,698.71,1.391115954,687.13,7.18,7.0,653.0,651.0,653.0,1.04,1.05,1.07,18.46,18.25,18.37,18.77,274,1.7
8015,15930,121,664.02,650.0,677.04,1.25029306,663.69,7.01,7.0,651.0,650.0,651.0,1.02,1.0,1.04,18.58,18.59,18.2,18.95,336,1.5
8016,15931,117,619.4,611.0,658.52,1.191955705,629.64,6.97,7.0,652.0,650.0,652.0,0.95,0.94,1.01,18.23,17.94,17.69,19.07,328,1.4
8017,15935,85,492.48,477.3,481.5,0.8453501409999999,483.76,6.41,6.8,648.0,645.0,642.0,0.76,0.74,0.75,19.32,19.67,19.06,19.23,350,1.9
8018,15936,82,464.4,465.84,468.66,0.882289228,466.3,6.37,6.8,645.0,647.0,642.0,0.72,0.72,0.73,19.31,19.23,19.29,19.4,331,1.1
8019,15937,1,0.0,0.0,0.0,0.37999305299999997,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1
8020,15938,295,1554.95,1623.16,1477.44,3.1821010430000003,1551.85,2.62,1.0,685.0,682.0,684.0,2.27,2.38,2.16,18.1,18.13,18.93,17.23,280,1.0
8021,15940,305,1691.95,1688.88,1568.6,3.327447275,1649.81,2.79,1.0,685.0,681.0,682.0,2.47,2.48,2.3,18.6,19.07,19.04,17.68,334,2.1
8022,15941,314,1713.6,1770.6,1636.39,3.4559022319999997,1706.86,2.97,1.1,680.0,681.0,679.0,2.52,2.6,2.41,18.68,18.75,19.37,17.91,315,1.6
8023,15949,401,2315.34,2278.08,2318.68,4.72055923,2304.03,5.39,2.5,677.0,678.0,676.0,3.42,3.36,3.43,19.58,19.67,19.35,19.7,15,1.7
8024,15950,420,2369.5,2437.2,2385.96,4.9194893660000005,2397.55,6.22,3.1,677.0,677.0,674.0,3.5,3.6,3.54,19.39,19.16,19.71,19.3,178,1.0
8025,15956,474,2855.25,2777.94,2757.81,5.809689102,2797.0,6.91,3.3,675.0,671.0,671.0,4.23,4.14,4.11,20.0,20.41,19.86,19.72,276,0.8
8026,15957,474,2905.43,2780.5,2773.8,5.880732805,2819.91,6.91,3.3,671.0,670.0,670.0,4.33,4.15,4.14,20.16,20.77,19.88,19.83,276,0.8
8027,15958,474,2963.52,2867.6,2827.4,6.010729526,2886.17,6.91,3.3,672.0,670.0,670.0,4.41,4.28,4.22,20.63,21.19,20.5,20.21,276,0.8
8028,15959,474,3017.28,2899.12,3006.0,6.147106346,2974.13,6.91,3.3,672.0,668.0,668.0,4.49,4.34,4.5,21.26,21.57,20.73,21.49,276,0.8
8029,15960,503,3059.76,2985.96,3059.44,6.136117806000001,3035.05,7.81,3.8,671.0,668.0,668.0,4.56,4.47,4.58,20.38,20.55,20.05,20.55,4,2.2
8030,15963,528,3177.75,3233.68,3250.08,6.5586589889999996,3220.5,8.1,3.4,669.0,664.0,666.0,4.75,4.87,4.88,20.58,20.31,20.67,20.77,337,2.8
8031,15965,539,3310.02,3374.67,3333.28,6.817483193999999,3339.32,8.68,3.7,666.0,663.0,664.0,4.97,5.09,5.02,20.86,20.68,21.08,20.83,325,1.7
8032,15966,552,3361.68,3414.45,3427.71,6.928998115,3401.28,9.12,4.0,667.0,663.0,663.0,5.04,5.15,5.17,20.72,20.48,20.8,20.88,337,3.1
8033,15968,567,3523.14,3554.94,3556.18,7.230366409,3544.75,9.64,4.1,666.0,662.0,661.0,5.29,5.37,5.38,20.98,20.85,21.04,21.05,286,2.9
8034,15969,575,3552.4,3572.94,3631.09,7.264531805,3585.48,10.7,4.6,664.0,658.0,659.0,5.35,5.43,5.51,20.85,20.66,20.78,21.11,1,1.8
8035,15972,598,3790.89,3767.81,3762.04,7.765698671,3773.58,12.1,4.9,657.0,653.0,652.0,5.77,5.77,5.77,20.99,21.09,20.96,20.93,326,1.9
8036,15973,600,3824.48,3825.9,3800.46,7.846245236000001,3816.95,12.06,5.3,656.0,654.0,653.0,5.83,5.85,5.82,21.17,21.21,21.22,21.07,317,4.1
8037,15975,617,3936.55,3898.41,3931.06,8.374967052,3922.01,12.54,4.9,655.0,653.0,653.0,6.01,5.97,6.02,21.11,21.19,20.99,21.16,341,2.4
8038,15977,626,4055.73,4029.36,4121.0,8.439136709,4068.7,13.22,5.4,651.0,652.0,650.0,6.23,6.18,6.34,21.53,21.47,21.33,21.81,77,3.9
8039,15978,637,4120.43,4095.0,4192.56,8.638363499,4136.0,12.76,5.1,653.0,650.0,648.0,6.31,6.3,6.47,21.55,21.47,21.33,21.84,25,4.9
8040,15980,643,4159.76,4186.0,4244.32,8.613394696,4196.69,13.66,6.2,652.0,650.0,647.0,6.38,6.44,6.56,21.59,21.4,21.54,21.84,355,4.8
8041,15981,646,4205.52,4244.22,4244.22,8.699959932999999,4231.32,14.33,5.9,649.0,646.0,646.0,6.48,6.57,6.57,21.61,21.48,21.68,21.68,346,3.3
8042,15983,661,4303.11,4275.95,4385.64,8.91526004,4321.57,14.26,6.4,651.0,643.0,644.0,6.61,6.65,6.81,21.58,21.49,21.35,21.9,256,0.7
8043,15985,675,4392.45,4396.8,4500.42,9.085857927000001,4429.89,14.6,5.5,645.0,640.0,642.0,6.81,6.87,7.01,21.64,21.45,21.47,21.98,356,3.2
8044,15987,680,4386.0,4467.2,4536.18,9.317293788999999,4463.13,15.91,5.7,645.0,640.0,638.0,6.8,6.98,7.11,21.53,21.16,21.55,21.89,6,2.4
8045,15990,691,4538.28,4529.8,4630.08,9.438300189,4566.05,15.72,6.1,641.0,638.0,636.0,7.08,7.1,7.28,21.7,21.56,21.52,22.0,319,1.2
8046,15991,692,4576.0,4526.76,4635.5,9.52490168,4579.42,16.62,6.5,640.0,634.0,635.0,7.15,7.14,7.3,21.66,21.64,21.41,21.92,286,2.2
8047,15992,695,4600.8,4585.56,4494.3,9.499056776,4560.22,16.74,6.9,639.0,636.0,633.0,7.2,7.21,7.1,21.46,21.65,21.58,21.15,346,2.1
8048,15996,711,4731.84,4716.96,4767.68,10.08461582,4738.83,17.33,7.5,636.0,634.0,634.0,7.44,7.44,7.52,21.75,21.72,21.65,21.89,338,2.7
8049,16002,741,4929.0,4898.0,4886.76,10.275915600000001,4904.59,16.35,6.5,636.0,632.0,633.0,7.75,7.75,7.72,21.68,21.79,21.65,21.6,309,0.9
8050,16005,751,4979.88,4999.12,4901.4,10.33234815,4960.13,17.37,8.1,636.0,632.0,630.0,7.83,7.91,7.78,21.55,21.64,21.72,21.3,298,3.3
8051,16006,754,5048.25,4975.38,4953.35,10.49829493,4992.33,16.97,7.5,635.0,633.0,631.0,7.95,7.86,7.85,21.64,21.88,21.57,21.47,4,4.7
8052,16007,760,5043.48,5032.35,5014.8,10.59422602,5030.21,17.01,7.0,636.0,633.0,630.0,7.93,7.95,7.96,21.63,21.69,21.64,21.56,64,2.8
8053,16008,760,5043.48,5032.35,5014.8,10.59422602,5030.21,17.01,7.0,636.0,633.0,630.0,7.93,7.95,7.96,21.63,21.69,21.64,21.56,64,2.8
8054,16009,760,5086.35,5003.83,4998.88,10.6148642,5029.69,17.28,7.3,635.0,631.0,628.0,8.01,7.93,7.96,21.61,21.85,21.49,21.47,52,3.9
8055,16010,761,5132.52,4991.21,5060.62,10.57075616,5061.45,16.66,7.4,636.0,631.0,631.0,8.07,7.91,8.02,21.76,22.07,21.46,21.76,357,2.9
8056,16011,767,5116.76,5030.72,5071.5,10.66293848,5072.99,16.97,6.6,638.0,632.0,630.0,8.02,7.96,8.05,21.62,21.8,21.44,21.61,345,1.4
8057,16016,778,5215.92,5199.44,5241.72,11.05005741,5219.03,16.99,7.1,633.0,631.0,627.0,8.24,8.24,8.36,21.92,21.91,21.84,22.02,9,2.1
8058,16017,787,5262.54,5247.9,5329.5,11.05553583,5279.98,18.03,8.3,631.0,630.0,627.0,8.34,8.33,8.5,21.84,21.77,21.71,22.05,249,1.1
8059,16018,790,5268.92,5254.08,5305.66,11.10784301,5276.22,19.14,8.1,628.0,624.0,622.0,8.39,8.42,8.53,21.66,21.63,21.56,21.78,38,1.8
8060,16021,793,5252.15,5250.0,5358.56,10.98893861,5286.9,18.37,8.3,629.0,625.0,626.0,8.35,8.4,8.56,21.68,21.54,21.53,21.97,294,3.4
8061,16022,793,5302.47,5308.48,5367.86,11.09195884,5326.27,19.18,8.6,629.0,626.0,622.0,8.43,8.48,8.63,21.77,21.68,21.7,21.94,294,3.4
8062,16024,832,5384.24,5433.68,5521.32,11.27104488,5446.41,18.79,8.0,629.0,626.0,626.0,8.56,8.68,8.82,21.25,21.01,21.2,21.54,271,2.8
8063,16026,833,5582.92,5609.76,5402.38,11.47581078,5531.69,18.51,8.0,628.0,624.0,626.0,8.89,8.99,8.63,21.58,21.78,21.89,21.08,32,1.4
8064,16027,866,5652.78,5636.16,5753.44,11.83137298,5680.79,19.81,8.3,626.0,618.0,616.0,9.03,9.12,9.34,21.22,21.11,21.05,21.49,278,1.8
8065,16028,857,5620.05,5602.65,5679.5,11.73791117,5634.07,21.03,8.5,621.0,615.0,614.0,9.05,9.11,9.25,21.17,21.11,21.05,21.34,246,1.8
8066,16029,850,5546.24,5507.04,5630.4,11.39384083,5561.23,21.28,8.5,619.0,616.0,612.0,8.96,8.94,9.2,21.05,20.99,20.84,21.31,358,4.7
8067,16030,861,5576.58,5506.38,5627.25,11.76135619,5570.07,20.6,8.5,621.0,618.0,615.0,8.98,8.91,9.15,20.86,20.89,20.62,21.08,304,1.1
8068,16031,868,5549.0,5531.68,5608.95,11.4979971,5563.21,21.18,9.2,620.0,616.0,613.0,8.95,8.98,9.15,20.62,20.57,20.51,20.79,287,3.6
8069,16034,240,1444.6,5660.4,1912.71,5.641358332,3005.9,18.68,7.8,620.0,636.0,619.0,2.33,8.9,3.09,40.68,19.55,76.6,25.88,320,2.0
8070,16038,913,5856.03,5381.25,5690.88,12.28875585,5642.72,21.35,9.0,621.0,615.0,608.0,9.43,8.75,9.36,19.88,20.63,18.95,20.05,282,2.9
8071,16039,941,5741.12,5498.61,5743.4,11.76098581,5661.04,22.16,9.3,616.0,613.0,611.0,9.32,8.97,9.4,19.29,19.56,18.74,19.57,280,2.9
8072,16040,775,5803.02,5592.9,5602.82,12.16574523,5666.25,20.87,8.5,618.0,618.0,613.0,9.39,9.05,9.14,23.55,24.12,23.25,23.29,276,1.7
8073,16041,874,4180.8,5540.66,5088.16,9.445592146000001,4936.54,20.49,8.6,624.0,617.0,616.0,6.7,8.98,8.26,18.22,15.43,20.45,18.78,293,2.1
8074,16043,859,5568.98,5316.57,5624.0,11.79233727,5503.18,23.47,9.0,614.0,609.0,608.0,9.07,8.73,9.25,20.44,20.68,19.75,20.89,34,0.5
8075,16049,827,5428.8,4781.7,5274.56,11.21780845,5161.69,19.47,8.6,624.0,621.0,622.0,8.7,7.7,8.48,20.21,21.26,18.72,20.65,329,1.6
8076,16053,807,5118.96,5343.22,5038.86,10.62353117,5167.01,21.33,8.0,616.0,617.0,613.0,8.31,8.66,8.22,20.59,20.4,21.29,20.08,61,3.3
8077,16055,210,1327.2,1380.12,1360.59,2.998686937,1355.97,15.72,7.6,632.0,636.0,627.0,2.1,2.17,2.17,21.2,20.75,21.58,21.27,352,2.7
8078,16056,572,1487.64,1497.66,3872.29,3.491834482,2285.86,13.6,8.0,644.0,654.0,653.0,2.31,2.29,5.93,13.22,8.61,8.66,22.4,348,2.2
8079,16058,846,4745.0,5516.8,5448.3,8.304742623,5236.7,15.72,9.0,650.0,640.0,635.0,7.3,8.62,8.58,20.32,18.42,21.41,21.14,278,2.0
8080,16064,842,5121.06,5096.42,5394.4,10.96040578,5203.96,22.31,8.8,623.0,617.0,613.0,8.22,8.26,8.8,19.81,19.49,19.4,20.53,67,3.3
8081,16066,296,2908.91,1446.06,1542.4,4.988425553,1965.79,18.12,8.7,631.0,626.0,640.0,4.61,2.31,2.41,21.61,31.98,15.9,16.96,274,4.0
8082,16067,521,1540.8,2656.08,3971.88,5.04058276,2722.92,16.2,8.7,642.0,651.0,649.0,2.4,4.08,6.12,17.13,9.69,16.71,24.99,289,3.1
8083,16071,782,4615.98,5035.38,5241.6,9.866022613,4964.32,17.01,8.6,642.0,631.0,630.0,7.19,7.98,8.32,20.75,19.29,21.04,21.9,314,0.8
8084,16072,524,4521.6,4765.95,4660.07,9.794619295,4649.21,20.56,9.5,628.0,623.0,641.0,7.2,7.65,7.27,28.62,27.83,29.34,28.68,289,2.6
8085,16074,752,4787.5,4781.7,4899.69,10.06436645,4822.96,20.97,9.3,625.0,621.0,621.0,7.66,7.7,7.89,20.65,20.5,20.48,20.98,274,1.0
